academic_year,sending_institution,receiving_institution,major,group,section,receiving_type,receiving_requirement,sending_courses,sending_course_options,fulfillment_options,no_articulation_reason,denied_courses,template_cell_id
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Studies B.A., Sustainable Communities Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""dd270aab-eb27-4052-cbd9-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,AGPS 128 - Intro to Soil Science,HORT 53 - Soil Science and Management,['HORT 53 - Soil Science and Management'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['HORT 53 - Soil Science and Management']}], 'courses': ['HORT 53 - Soil Science and Management'], 'must_take_together': False}]",,[],c6c6ce68-19af-454e-d1c0-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Studies B.A., Sustainable Communities Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""dd270aab-eb27-4052-cbd9-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,GEOL 210 - Earth Science for Teachers,GEOL 12 - Earth Ocean Climate: Introduction to Earth Science AND GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab,['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science AND GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science', 'GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab']}], 'courses': ['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science', 'GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab'], 'must_take_together': True}]",,[],7887c4a1-70d6-40ae-d1c1-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Studies B.A., Sustainable Communities Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""dd270aab-eb27-4052-cbd9-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,GEOL 260 - Geology/Hydrology,GEOL 2 - Physical Geology AND GEOL 2L - Physical Geology Laboratory,['GEOL 2 - Physical Geology AND GEOL 2L - Physical Geology Laboratory'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['GEOL 2 - Physical Geology', 'GEOL 2L - Physical Geology Laboratory']}], 'courses': ['GEOL 2 - Physical Geology', 'GEOL 2L - Physical Geology Laboratory'], 'must_take_together': True}]",,[],1ee3d84e-ce0b-4665-d1c2-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Studies B.A., Sustainable Communities Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""dd270aab-eb27-4052-cbd9-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,ENSTU 280 - Environmental Economics & Policy,ECON 4 - Principles of Economics: Micro,['ECON 4 - Principles of Economics: Micro'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECON 4 - Principles of Economics: Micro']}], 'courses': ['ECON 4 - Principles of Economics: Micro'], 'must_take_together': False}]",,[],667d3d76-d515-410d-d1c4-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Studies B.A., Sustainable Communities Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""dd270aab-eb27-4052-cbd9-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,STAT 100 - Introduction to Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],31591417-b590-4379-d1c5-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Studies B.A., Sustainable Communities Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""dd270aab-eb27-4052-cbd9-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MSCI 270 - Intro to Oceanography,OCEN 2 - Introductory Oceanography,['OCEN 2 - Introductory Oceanography'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['OCEN 2 - Introductory Oceanography']}], 'courses': ['OCEN 2 - Introductory Oceanography'], 'must_take_together': False}]",,[],2dff9112-dc7f-4ab4-d1c7-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Studies B.A., Sustainable Communities Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""dd270aab-eb27-4052-cbd9-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,ENVS 201 - Introduction to Environmental Science,BIOL 31 - Introduction to Environmental Science,['BIOL 31 - Introduction to Environmental Science'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 31 - Introduction to Environmental Science']}], 'courses': ['BIOL 31 - Introduction to Environmental Science'], 'must_take_together': False}]",,[],a17dbed1-3c7d-413c-d1c9-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Environmental Studies B.A., Sustainable Communities Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""dd270aab-eb27-4052-cbd9-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,FYS 124 - Introduction to Environmental Science,No articulation (No Course Articulated),[],[],No Course Articulated,[],c133d0e8-8c33-41be-d1ca-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Sustainable Hospitality & Tourism Management B.S., Hospitality & Event Management Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bacfa677-bd83-4c40-cbbe-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,HOSP 200 - Applications of Sustainable Hospitality,HOSP 51 - Introduction to the Hospitality Industry,['HOSP 51 - Introduction to the Hospitality Industry'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['HOSP 51 - Introduction to the Hospitality Industry']}], 'courses': ['HOSP 51 - Introduction to the Hospitality Industry'], 'must_take_together': False}]",,[],3d25d64b-8841-46c3-d0c5-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Sustainable Hospitality & Tourism Management B.S., Hospitality & Event Management Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bacfa677-bd83-4c40-cbbe-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 203 - Financial Accounting,BUSI 3A - Financial Accounting,['BUSI 3A - Financial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3A - Financial Accounting']}], 'courses': ['BUSI 3A - Financial Accounting'], 'must_take_together': False}]",,[],469f4ad9-8442-4d2a-d0c6-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Sustainable Hospitality & Tourism Management B.S., Hospitality & Event Management Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bacfa677-bd83-4c40-cbbe-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,BUS 205 - Managerial Accounting,BUSI 3B - Managerial Accounting,['BUSI 3B - Managerial Accounting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BUSI 3B - Managerial Accounting']}], 'courses': ['BUSI 3B - Managerial Accounting'], 'must_take_together': False}]",,[],acaceda7-854a-46ff-d0c7-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Sociology B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""12f3acb0-5eff-4b0e-cbce-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,STAT 100 - Introduction to Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],35d31734-736d-422d-d15c-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Sociology B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""12f3acb0-5eff-4b0e-cbce-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SOC 201 - Social Problems,SOCI 2 - Contemporary Social Problems,['SOCI 2 - Contemporary Social Problems'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 2 - Contemporary Social Problems']}], 'courses': ['SOCI 2 - Contemporary Social Problems'], 'must_take_together': False}]",,[],825fa3bf-3d05-4742-d15d-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Sociology B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""12f3acb0-5eff-4b0e-cbce-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SOC 100 - Introduction to Sociology,SOCI 1 - Introduction to Sociology,['SOCI 1 - Introduction to Sociology'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 1 - Introduction to Sociology']}], 'courses': ['SOCI 1 - Introduction to Sociology'], 'must_take_together': False}]",,[],a0046c94-e143-48c2-d15e-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Spanish Language & Hispanic Cultures B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""1ce84788-7ac8-447d-cbcf-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SPAN 201 - Intermediate Spanish I,SPAN 3 - Intermediate Spanish I,['SPAN 3 - Intermediate Spanish I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 3 - Intermediate Spanish I']}], 'courses': ['SPAN 3 - Intermediate Spanish I'], 'must_take_together': False}]",,[],73bcd749-71a9-4005-da61-08dd88146341
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Spanish Language & Hispanic Cultures B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""1ce84788-7ac8-447d-cbcf-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SPAN 202 - Intermediate Spanish II,(SPAN 4 - Intermediate Spanish II) OR (SPAN 4S - Intermediate Spanish for Spanish Speakers II),"['SPAN 4 - Intermediate Spanish II', 'SPAN 4S - Intermediate Spanish for Spanish Speakers II']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 4 - Intermediate Spanish II']}], 'courses': ['SPAN 4 - Intermediate Spanish II'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 4S - Intermediate Spanish for Spanish Speakers II']}], 'courses': ['SPAN 4S - Intermediate Spanish for Spanish Speakers II'], 'must_take_together': False}]",,[],eaca4184-3947-40bd-da62-08dd88146341
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Spanish Language & Hispanic Cultures B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""1ce84788-7ac8-447d-cbcf-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,SPAN 212 - Spanish for Spanish Speakers,(SPAN 2S - Elementary Spanish for Spanish Speakers II) OR (SPAN 3S - Intermediate Spanish for Spanish Speakers I),"['SPAN 2S - Elementary Spanish for Spanish Speakers II', 'SPAN 3S - Intermediate Spanish for Spanish Speakers I']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 2S - Elementary Spanish for Spanish Speakers II']}], 'courses': ['SPAN 2S - Elementary Spanish for Spanish Speakers II'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 3S - Intermediate Spanish for Spanish Speakers I']}], 'courses': ['SPAN 3S - Intermediate Spanish for Spanish Speakers I'], 'must_take_together': False}]",,[],aa2efffd-1a54-42ba-da63-08dd88146341
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Spanish Language & Hispanic Cultures B.A.,,,Course,SPAN 101 - Beginning Spanish I,(SPAN 1 - Elementary Spanish I) OR (SPAN 1S - Elementary Spanish for Spanish Speakers I),"['SPAN 1 - Elementary Spanish I', 'SPAN 1S - Elementary Spanish for Spanish Speakers I']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 1 - Elementary Spanish I']}], 'courses': ['SPAN 1 - Elementary Spanish I'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 1S - Elementary Spanish for Spanish Speakers I']}], 'courses': ['SPAN 1S - Elementary Spanish for Spanish Speakers I'], 'must_take_together': False}]",,[],be7f53b1-8b1d-44bd-c7bd-08dd86a9c1a6
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Spanish Language & Hispanic Cultures B.A.,,,Course,SPAN 102 - Beginning Spanish II,SPAN 2 - Elementary Spanish II,['SPAN 2 - Elementary Spanish II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['SPAN 2 - Elementary Spanish II']}], 'courses': ['SPAN 2 - Elementary Spanish II'], 'must_take_together': False}]",,[],2df867dc-e51c-406f-c7be-08dd86a9c1a6
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Social Sciences B.A., Political Economy Concentration","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""638d0e4f-a225-4f45-cbd0-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,STAT 100 - Introduction to Statistics,((STAT C1000 - Introduction to Statistics) OR (PSYC 19 - Introduction to Statistics for the Social Sciences)) OR (SOCI 19 - Introduction to Statistics for the Social Sciences),"['STAT C1000 - Introduction to Statistics', 'PSYC 19 - Introduction to Statistics for the Social Sciences', 'SOCI 19 - Introduction to Statistics for the Social Sciences']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['STAT C1000 - Introduction to Statistics']}], 'courses': ['STAT C1000 - Introduction to Statistics'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['PSYC 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}, {'option': 3, 'groups': [{'group_conjunction': 'AND', 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences']}], 'courses': ['SOCI 19 - Introduction to Statistics for the Social Sciences'], 'must_take_together': False}]",,[],7a883993-d1c8-4b05-d169-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,MATH 150 - Calculus I,MATH 20A - Calculus with Analytic Geometry I,['MATH 20A - Calculus with Analytic Geometry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MATH 20A - Calculus with Analytic Geometry I']}], 'courses': ['MATH 20A - Calculus with Analytic Geometry I'], 'must_take_together': False}]",,[],4c75fbb0-3a40-4d98-d17e-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,PHYS 220 - Physics I,(PHYS 2A - General Physics I) OR (PHYS 3A - Science and Engineering Physics I),"['PHYS 2A - General Physics I', 'PHYS 3A - Science and Engineering Physics I']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 2A - General Physics I']}], 'courses': ['PHYS 2A - General Physics I'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 3A - Science and Engineering Physics I']}], 'courses': ['PHYS 3A - Science and Engineering Physics I'], 'must_take_together': False}]",,[],2f019dff-15ad-4aef-d185-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,GEOL 210 - Earth Science for Teachers,GEOL 12 - Earth Ocean Climate: Introduction to Earth Science AND GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab,['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science AND GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science', 'GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab']}], 'courses': ['GEOL 12 - Earth Ocean Climate: Introduction to Earth Science', 'GEOL 12L - Earth Ocean Climate: Introduction to Earth Science Lab'], 'must_take_together': True}]",,[],c848b223-b38e-4e3c-d186-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,PHYS 221 - Physics II,(PHYS 2B - General Physics II) OR (PHYS 3B - Science and Engineering Physics II AND PHYS 3C - Science and Engineering Physics III),"['PHYS 2B - General Physics II', 'PHYS 3B - Science and Engineering Physics II AND PHYS 3C - Science and Engineering Physics III']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 2B - General Physics II']}], 'courses': ['PHYS 2B - General Physics II'], 'must_take_together': False}, {'option': 2, 'groups': [{'group_conjunction': 'AND', 'courses': ['PHYS 3B - Science and Engineering Physics II', 'PHYS 3C - Science and Engineering Physics III']}], 'courses': ['PHYS 3B - Science and Engineering Physics II', 'PHYS 3C - Science and Engineering Physics III'], 'must_take_together': True}]",,[],55e0ce01-5ff1-4875-d187-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"CHEM 111, CHEM 111L",CHEM 1B - General Chemistry II,['CHEM 1B - General Chemistry II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['CHEM 1B - General Chemistry II']}], 'courses': ['CHEM 1B - General Chemistry II'], 'must_take_together': False}]",,[],73b8138e-e2bf-4068-d17f-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"CHEM 110, CHEM 110L",CHEM 1A - General Chemistry I,['CHEM 1A - General Chemistry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['CHEM 1A - General Chemistry I']}], 'courses': ['CHEM 1A - General Chemistry I'], 'must_take_together': False}]",,[],8d9dd5e7-cf46-4d6e-d180-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"BIO 211, BIO 211L","BIOL 22 - Concepts in Biology II: Diversity, Ecology, and Evolution","['BIOL 22 - Concepts in Biology II: Diversity, Ecology, and Evolution']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 22 - Concepts in Biology II: Diversity, Ecology, and Evolution']}], 'courses': ['BIOL 22 - Concepts in Biology II: Diversity, Ecology, and Evolution'], 'must_take_together': False}]",,[],7c4ad966-7e30-41a1-d181-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"BIO 210, BIO 210L","BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms","['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms']","[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms']}], 'courses': ['BIOL 21 - Concepts in Biology I: Cells, Genetics, and Organisms'], 'must_take_together': False}]",,[],73d6b173-d18d-48c9-d182-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Biology B.S. + Credential,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""38d6c8b3-d7ac-45e0-cbd2-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Series,"CHEM 211, CHEM 211L",CHEM 12A - Organic Chemistry I,['CHEM 12A - Organic Chemistry I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['CHEM 12A - Organic Chemistry I']}], 'courses': ['CHEM 12A - Organic Chemistry I'], 'must_take_together': False}]",,[],a886c076-af4a-4bba-d184-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Human Development and Family Sciences, B.S.","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""1dc9b08a-b59f-45ea-cbd5-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,HDFS 200 - Intro to Child Development,ECED 1 - Child Growth and Development,['ECED 1 - Child Growth and Development'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['ECED 1 - Child Growth and Development']}], 'courses': ['ECED 1 - Child Growth and Development'], 'must_take_together': False}]",,[],d7ff966b-d30a-4c95-d198-08dd6d829ad0
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A.","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bb094ca2-0a27-4e74-bce8-08dde3e9b2e6"", ""selectionType"": ""Complete""}",,Course,MPA 110 - Keyboard I,MUSI 50A - Piano I,['MUSI 50A - Piano I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 50A - Piano I']}], 'courses': ['MUSI 50A - Piano I'], 'must_take_together': False}]",,[],a7e94118-b095-4caf-5cf0-08dde399765c
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A.","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bb094ca2-0a27-4e74-bce8-08dde3e9b2e6"", ""selectionType"": ""Complete""}",,Course,MPA 210 - Keyboard II,MUSI 50B - Piano II,['MUSI 50B - Piano II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 50B - Piano II']}], 'courses': ['MUSI 50B - Piano II'], 'must_take_together': False}]",,[],6647be09-2b02-4f0b-5cf1-08dde399765c
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A.","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bb094ca2-0a27-4e74-bce8-08dde3e9b2e6"", ""selectionType"": ""Complete""}",,Series,"MPA 100, MPA 104",MUSI 10A - Music Theory and Musicianship I,['MUSI 10A - Music Theory and Musicianship I'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 10A - Music Theory and Musicianship I']}], 'courses': ['MUSI 10A - Music Theory and Musicianship I'], 'must_take_together': False}]",,[],57486695-cd08-4803-5cf5-08dde399765c
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A.","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bb094ca2-0a27-4e74-bce8-08dde3e9b2e6"", ""selectionType"": ""Complete""}",,Series,"MPA 101, MPA 105",MUSI 10B - Music Theory and Musicianship II,['MUSI 10B - Music Theory and Musicianship II'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 10B - Music Theory and Musicianship II']}], 'courses': ['MUSI 10B - Music Theory and Musicianship II'], 'must_take_together': False}]",,[],48fc5c3f-f8b2-46f9-5cf6-08dde399765c
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A.","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bb094ca2-0a27-4e74-bce8-08dde3e9b2e6"", ""selectionType"": ""Complete""}",,Series,"MPA 102, MPA 106",MUSI 10C - Music Theory and Musicianship III,['MUSI 10C - Music Theory and Musicianship III'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 10C - Music Theory and Musicianship III']}], 'courses': ['MUSI 10C - Music Theory and Musicianship III'], 'must_take_together': False}]",,[],eb0934f5-f404-445e-5cf7-08dde399765c
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay","Music, B.A.","{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""bb094ca2-0a27-4e74-bce8-08dde3e9b2e6"", ""selectionType"": ""Complete""}",,Series,"MPA 103, MPA 107",MUSI 10D - Music Theory and Musicianship IV,['MUSI 10D - Music Theory and Musicianship IV'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['MUSI 10D - Music Theory and Musicianship IV']}], 'courses': ['MUSI 10D - Music Theory and Musicianship IV'], 'must_take_together': False}]",,[],73a5e2b3-fde2-4578-5cf8-08dde399765c
2025-2026,Monterey Peninsula College,"California State University, Monterey Bay",Cinematic Arts & Technology B.A.,"{""type"": ""Conjunction"", ""conjunction"": ""And"", ""id"": ""913bbf32-8730-4725-cbd7-08dd6d829ac2"", ""selectionType"": ""Complete""}",,Course,CART 230 - The Art of Storytelling,THEA 8A - Beginning Screenwriting,['THEA 8A - Beginning Screenwriting'],"[{'option': 1, 'groups': [{'group_conjunction': 'AND', 'courses': ['THEA 8A - Beginning Screenwriting']}], 'courses': ['THEA 8A - Beginning Screenwriting'], 'must_take_together': False}]",,[],e4bb722c-f54b-45cc-d1ad-08dd6d829ad0
